invid,classid,description,description,qty,tot,subclassid,name1,desc,i_desc,firsttransaction,sequence,txn_date
ANESO1,SERV,Services,Sugeries,1.5,828.00,SURG,Tudor Glen Veterinary Hospital,Anesthesia - Isoflurane/hr (incl. monito,Anesthesia - Isoflurane/hr (incl. monito,1464415,7,11/29/2025 18:45:33:008
ANESO2,SERV,Services,Sugeries,7,1754.06,SURG,Tudor Glen Veterinary Hospital,Anesthesia Induction Fee,Anesthesia Induction Fee,1435299,13,7/31/2025 18:27:44:508
ANESO2,SERV,Services,Sugeries,1,250.58,SURG,Tudor Glen Veterinary Hospital,Anesthesia Induction Fee,Anesthesia Induction Fee,1471068,13,12/31/2025 18:16:10:824
ANESO2,SERV,Services,Sugeries,3,751.74,SURG,Tudor Glen Veterinary Hospital,Anesthesia Induction Fee,Anesthesia Induction Fee,1449426,13,9/30/2025 18:33:25:34
ANESO2,SERV,Services,Sugeries,5,1252.90,SURG,Tudor Glen Veterinary Hospital,Anesthesia Induction Fee,Anesthesia Induction Fee,1406169,13,3/31/2025 18:16:31:852
ANESO2,SERV,Services,Sugeries,1,250.58,SURG,Tudor Glen Veterinary Hospital,Anesthesia Induction Fee,Anesthesia Induction Fee,1485086,13,2/28/2026 19:09:20:447
ANESO2,SERV,Services,Sugeries,3,751.74,SURG,Tudor Glen Veterinary Hospital,Anesthesia Induction Fee,Anesthesia Induction Fee,1427983,13,6/30/2025 18:30:05:565
ANESO2,SERV,Services,Sugeries,9,2255.22,SURG,Tudor Glen Veterinary Hospital,Anesthesia Induction Fee,Anesthesia Induction Fee,1420600,13,5/31/2025 18:04:44:559
ANESO2,SERV,Services,Sugeries,10,2505.80,SURG,Tudor Glen Veterinary Hospital,Anesthesia Induction Fee,Anesthesia Induction Fee,1456759,13,10/31/2025 18:15:33:419
ANESO2,SERV,Services,Sugeries,5,1252.90,SURG,Tudor Glen Veterinary Hospital,Anesthesia Induction Fee,Anesthesia Induction Fee,1464415,13,11/29/2025 18:45:33:008
ANESO2,SERV,Services,Sugeries,2,501.16,SURG,Tudor Glen Veterinary Hospital,Anesthesia Induction Fee,Anesthesia Induction Fee,1413429,13,4/30/2025 18:37:16:465
ANESO2,SERV,Services,Sugeries,9,2255.22,SURG,Tudor Glen Veterinary Hospital,Anesthesia Induction Fee,Anesthesia Induction Fee,1477746,13,1/31/2026 19:14:15:897
ANESO2,SERV,Services,Sugeries,6,1503.48,SURG,Tudor Glen Veterinary Hospital,Anesthesia Induction Fee,Anesthesia Induction Fee,1442263,13,8/30/2025 17:35:05:993
ANESO3,SERV,Services,Sugeries,10,1380.00,SURG,Tudor Glen Veterinary Hospital,Anesthesia - Isoflurane per 15 mins,Anesthesia - Isoflurane per 15 mins,1464415,9,11/29/2025 18:45:33:008
ANESO3,SERV,Services,Sugeries,12.5,1725.00,SURG,Tudor Glen Veterinary Hospital,Anesthesia - Isoflurane per 15 mins,Anesthesia - Isoflurane per 15 mins,1413429,9,4/30/2025 18:37:16:465
ANESO3,SERV,Services,Sugeries,12,1656.00,SURG,Tudor Glen Veterinary Hospital,Anesthesia - Isoflurane per 15 mins,Anesthesia - Isoflurane per 15 mins,1420600,9,5/31/2025 18:04:44:559
ANESO3,SERV,Services,Sugeries,13.5,1863.00,SURG,Tudor Glen Veterinary Hospital,Anesthesia - Isoflurane per 15 mins,Anesthesia - Isoflurane per 15 mins,1442263,9,8/30/2025 17:35:05:993
ANESO3,SERV,Services,Sugeries,11,1518.00,SURG,Tudor Glen Veterinary Hospital,Anesthesia - Isoflurane per 15 mins,Anesthesia - Isoflurane per 15 mins,1406169,9,3/31/2025 18:16:31:852
ANESO3,SERV,Services,Sugeries,22.3,3077.40,SURG,Tudor Glen Veterinary Hospital,Anesthesia - Isoflurane per 15 mins,Anesthesia - Isoflurane per 15 mins,1477746,9,1/31/2026 19:14:15:897
ANESO3,SERV,Services,Sugeries,3.5,483.00,SURG,Tudor Glen Veterinary Hospital,Anesthesia - Isoflurane per 15 mins,Anesthesia - Isoflurane per 15 mins,1471068,9,12/31/2025 18:16:10:824
ANESO3,SERV,Services,Sugeries,5,690.00,SURG,Tudor Glen Veterinary Hospital,Anesthesia - Isoflurane per 15 mins,Anesthesia - Isoflurane per 15 mins,1427983,9,6/30/2025 18:30:05:565
ANESO3,SERV,Services,Sugeries,22,3036.00,SURG,Tudor Glen Veterinary Hospital,Anesthesia - Isoflurane per 15 mins,Anesthesia - Isoflurane per 15 mins,1435299,9,7/31/2025 18:27:44:508
ANESO3,SERV,Services,Sugeries,6.5,897.00,SURG,Tudor Glen Veterinary Hospital,Anesthesia - Isoflurane per 15 mins,Anesthesia - Isoflurane per 15 mins,1449426,9,9/30/2025 18:33:25:34
ANESO3,SERV,Services,Sugeries,4.8,662.40,SURG,Tudor Glen Veterinary Hospital,Anesthesia - Isoflurane per 15 mins,Anesthesia - Isoflurane per 15 mins,1485086,9,2/28/2026 19:09:20:447
ANESO3,SERV,Services,Sugeries,19,2622.00,SURG,Tudor Glen Veterinary Hospital,Anesthesia - Isoflurane per 15 mins,Anesthesia - Isoflurane per 15 mins,1456759,9,10/31/2025 18:15:33:419
ANEST3,SERV,Services,Sugeries,5,422.50,SURG,Tudor Glen Veterinary Hospital,Anesthetic-Local,Anesthetic-Local,1471068,12,12/31/2025 18:16:10:824
ANEST3,SERV,Services,Sugeries,5,422.50,SURG,Tudor Glen Veterinary Hospital,Anesthetic-Local,Anesthetic-Local,1485086,12,2/28/2026 19:09:20:447
ANEST3,SERV,Services,Sugeries,3,253.50,SURG,Tudor Glen Veterinary Hospital,Anesthetic-Local,Anesthetic-Local,1464415,12,11/29/2025 18:45:33:008
ANEST3,SERV,Services,Sugeries,10,845.00,SURG,Tudor Glen Veterinary Hospital,Anesthetic-Local,Anesthetic-Local,1456759,12,10/31/2025 18:15:33:419
ANEST3,SERV,Services,Sugeries,8,676.00,SURG,Tudor Glen Veterinary Hospital,Anesthetic-Local,Anesthetic-Local,1420600,12,5/31/2025 18:04:44:559
ANEST3,SERV,Services,Sugeries,5,422.50,SURG,Tudor Glen Veterinary Hospital,Anesthetic-Local,Anesthetic-Local,1413429,12,4/30/2025 18:37:16:465
ANEST3,SERV,Services,Sugeries,3,253.50,SURG,Tudor Glen Veterinary Hospital,Anesthetic-Local,Anesthetic-Local,1406169,12,3/31/2025 18:16:31:852
ANEST3,SERV,Services,Sugeries,9,760.50,SURG,Tudor Glen Veterinary Hospital,Anesthetic-Local,Anesthetic-Local,1477746,12,1/31/2026 19:14:15:897
ANEST3,SERV,Services,Sugeries,4,338.00,SURG,Tudor Glen Veterinary Hospital,Anesthetic-Local,Anesthetic-Local,1427983,12,6/30/2025 18:30:05:565
ANEST3,SERV,Services,Sugeries,3,253.50,SURG,Tudor Glen Veterinary Hospital,Anesthetic-Local,Anesthetic-Local,1442263,12,8/30/2025 17:35:05:993
ANEST3,SERV,Services,Sugeries,5,422.50,SURG,Tudor Glen Veterinary Hospital,Anesthetic-Local,Anesthetic-Local,1435299,12,7/31/2025 18:27:44:508
ANEST3,SERV,Services,Sugeries,4,338.00,SURG,Tudor Glen Veterinary Hospital,Anesthetic-Local,Anesthetic-Local,1449426,12,9/30/2025 18:33:25:34
ANEST4,SERV,Services,Sugeries,1,133.40,SURG,Tudor Glen Veterinary Hospital,Anesthesia - Epidural,Anesthesia - Epidural,1427983,12,6/30/2025 18:30:05:565
ANEST4,SERV,Services,Sugeries,1,133.40,SURG,Tudor Glen Veterinary Hospital,Anesthesia - Epidural,Anesthesia - Epidural,1435299,12,7/31/2025 18:27:44:508
ANEST4,SERV,Services,Sugeries,1,133.40,SURG,Tudor Glen Veterinary Hospital,Anesthesia - Epidural,Anesthesia - Epidural,1456759,12,10/31/2025 18:15:33:419
ANEST4,SERV,Services,Sugeries,1,133.40,SURG,Tudor Glen Veterinary Hospital,Anesthesia - Epidural,Anesthesia - Epidural,1420600,12,5/31/2025 18:04:44:559
ANEST4,SERV,Services,Sugeries,1,133.40,SURG,Tudor Glen Veterinary Hospital,Anesthesia - Epidural,Anesthesia - Epidural,1464415,12,11/29/2025 18:45:33:008
ANEST5,SERV,Services,Sugeries,1,35.50,SURG,Tudor Glen Veterinary Hospital,Anesthesia -Topical Ophthalmic Freezing,Anesthesia -Topical Ophthalmic Freezing,1464415,11,11/29/2025 18:45:33:008
ANEST5,SERV,Services,Sugeries,1,35.50,SURG,Tudor Glen Veterinary Hospital,Anesthesia -Topical Ophthalmic Freezing,Anesthesia -Topical Ophthalmic Freezing,1420600,11,5/31/2025 18:04:44:559
ANEST5,SERV,Services,Sugeries,1,35.50,SURG,Tudor Glen Veterinary Hospital,Anesthesia -Topical Ophthalmic Freezing,Anesthesia -Topical Ophthalmic Freezing,1427983,11,6/30/2025 18:30:05:565
ANEST5,SERV,Services,Sugeries,3,106.50,SURG,Tudor Glen Veterinary Hospital,Anesthesia -Topical Ophthalmic Freezing,Anesthesia -Topical Ophthalmic Freezing,1477746,11,1/31/2026 19:14:15:897
AURL1,SERV,Services,Sugeries,2,229.90,SURG,Tudor Glen Veterinary Hospital,Aural Haematoma (surgery) per 10 min.,Aural Haematoma (surgery) per 10 min.,1485086,7,2/28/2026 19:09:20:447
AURL1,SERV,Services,Sugeries,4,459.80,SURG,Tudor Glen Veterinary Hospital,Aural Haematoma (surgery) per 10 min.,Aural Haematoma (surgery) per 10 min.,1464415,7,11/29/2025 18:45:33:008
AURL1,SERV,Services,Sugeries,7,804.65,SURG,Tudor Glen Veterinary Hospital,Aural Haematoma (surgery) per 10 min.,Aural Haematoma (surgery) per 10 min.,1471068,7,12/31/2025 18:16:10:824
AURL1,SERV,Services,Sugeries,3,344.85,SURG,Tudor Glen Veterinary Hospital,Aural Haematoma (surgery) per 10 min.,Aural Haematoma (surgery) per 10 min.,1442263,7,8/30/2025 17:35:05:993
AURL1,SERV,Services,Sugeries,7,804.65,SURG,Tudor Glen Veterinary Hospital,Aural Haematoma (surgery) per 10 min.,Aural Haematoma (surgery) per 10 min.,1449426,7,9/30/2025 18:33:25:34
AURL2,SERV,Services,Sugeries,1,80.25,SURG,Tudor Glen Veterinary Hospital,Aural Haematoma (drain & depo-medrol),Aural Haematoma (drain & depo-medrol),1442263,7,8/30/2025 17:35:05:993
AURL2,SERV,Services,Sugeries,2,160.50,SURG,Tudor Glen Veterinary Hospital,Aural Haematoma (drain & depo-medrol),Aural Haematoma (drain & depo-medrol),1449426,7,9/30/2025 18:33:25:34
AURL2,SERV,Services,Sugeries,1,80.25,SURG,Tudor Glen Veterinary Hospital,Aural Haematoma (drain & depo-medrol),Aural Haematoma (drain & depo-medrol),1485086,7,2/28/2026 19:09:20:447
AURL2,SERV,Services,Sugeries,1,80.25,SURG,Tudor Glen Veterinary Hospital,Aural Haematoma (drain & depo-medrol),Aural Haematoma (drain & depo-medrol),1413429,7,4/30/2025 18:37:16:465
AURL2,SERV,Services,Sugeries,1,80.25,SURG,Tudor Glen Veterinary Hospital,Aural Haematoma (drain & depo-medrol),Aural Haematoma (drain & depo-medrol),1477746,7,1/31/2026 19:14:15:897
BIOPS,SERV,Services,Sugeries,1,150.20,SURG,Tudor Glen Veterinary Hospital,Biopsy -skin/ tissue,Biopsy -skin/ tissue,1435299,9,7/31/2025 18:27:44:508
BIOPS,SERV,Services,Sugeries,1,150.20,SURG,Tudor Glen Veterinary Hospital,Biopsy -skin/ tissue,Biopsy -skin/ tissue,1406169,9,3/31/2025 18:16:31:852
BIOPS,SERV,Services,Sugeries,1,150.20,SURG,Tudor Glen Veterinary Hospital,Biopsy -skin/ tissue,Biopsy -skin/ tissue,1471068,9,12/31/2025 18:16:10:824
BIOPS,SERV,Services,Sugeries,2,300.40,SURG,Tudor Glen Veterinary Hospital,Biopsy -skin/ tissue,Biopsy -skin/ tissue,1420600,9,5/31/2025 18:04:44:559
BIOPS,SERV,Services,Sugeries,1,150.20,SURG,Tudor Glen Veterinary Hospital,Biopsy -skin/ tissue,Biopsy -skin/ tissue,1449426,9,9/30/2025 18:33:25:34
BIOPS,SERV,Services,Sugeries,1,150.20,SURG,Tudor Glen Veterinary Hospital,Biopsy -skin/ tissue,Biopsy -skin/ tissue,1442263,9,8/30/2025 17:35:05:993
CCAST1,SERV,Services,Sugeries,2,530.00,SURG,Tudor Glen Veterinary Hospital,Canine-Castration < 20lbs.,Canine-Castration < 20lbs.,1413429,9,4/30/2025 18:37:16:465
CCAST1,SERV,Services,Sugeries,2,530.00,SURG,Tudor Glen Veterinary Hospital,Canine-Castration < 20lbs.,Canine-Castration < 20lbs.,1420600,9,5/31/2025 18:04:44:559
CCAST1,SERV,Services,Sugeries,2,530.00,SURG,Tudor Glen Veterinary Hospital,Canine-Castration < 20lbs.,Canine-Castration < 20lbs.,1477746,9,1/31/2026 19:14:15:897
CCAST1,SERV,Services,Sugeries,2,530.00,SURG,Tudor Glen Veterinary Hospital,Canine-Castration < 20lbs.,Canine-Castration < 20lbs.,1464415,9,11/29/2025 18:45:33:008
CCAST1,SERV,Services,Sugeries,3,795.00,SURG,Tudor Glen Veterinary Hospital,Canine-Castration < 20lbs.,Canine-Castration < 20lbs.,1442263,9,8/30/2025 17:35:05:993
CCAST1,SERV,Services,Sugeries,5,1325.00,SURG,Tudor Glen Veterinary Hospital,Canine-Castration < 20lbs.,Canine-Castration < 20lbs.,1435299,9,7/31/2025 18:27:44:508
CCAST1,SERV,Services,Sugeries,3,795.00,SURG,Tudor Glen Veterinary Hospital,Canine-Castration < 20lbs.,Canine-Castration < 20lbs.,1485086,9,2/28/2026 19:09:20:447
CCAST1,SERV,Services,Sugeries,1,265.00,SURG,Tudor Glen Veterinary Hospital,Canine-Castration < 20lbs.,Canine-Castration < 20lbs.,1471068,9,12/31/2025 18:16:10:824
CCAST1,SERV,Services,Sugeries,4,1060.00,SURG,Tudor Glen Veterinary Hospital,Canine-Castration < 20lbs.,Canine-Castration < 20lbs.,1427983,9,6/30/2025 18:30:05:565
CCAST1,SERV,Services,Sugeries,1,265.00,SURG,Tudor Glen Veterinary Hospital,Canine-Castration < 20lbs.,Canine-Castration < 20lbs.,1406169,9,3/31/2025 18:16:31:852
CCAST1,SERV,Services,Sugeries,1,265.00,SURG,Tudor Glen Veterinary Hospital,Canine-Castration < 20lbs.,Canine-Castration < 20lbs.,1456759,9,10/31/2025 18:15:33:419
CCAST2,SERV,Services,Sugeries,2,560.00,SURG,Tudor Glen Veterinary Hospital,Canine-Castration 20 - 50 lbs.,Canine-Castration 20 - 50 lbs.,1420600,7,5/31/2025 18:04:44:559
CCAST2,SERV,Services,Sugeries,1,280.00,SURG,Tudor Glen Veterinary Hospital,Canine-Castration 20 - 50 lbs.,Canine-Castration 20 - 50 lbs.,1406169,7,3/31/2025 18:16:31:852
CCAST2,SERV,Services,Sugeries,3,840.00,SURG,Tudor Glen Veterinary Hospital,Canine-Castration 20 - 50 lbs.,Canine-Castration 20 - 50 lbs.,1456759,7,10/31/2025 18:15:33:419
CCAST2,SERV,Services,Sugeries,2,560.00,SURG,Tudor Glen Veterinary Hospital,Canine-Castration 20 - 50 lbs.,Canine-Castration 20 - 50 lbs.,1442263,7,8/30/2025 17:35:05:993
CCAST2,SERV,Services,Sugeries,1,280.00,SURG,Tudor Glen Veterinary Hospital,Canine-Castration 20 - 50 lbs.,Canine-Castration 20 - 50 lbs.,1471068,7,12/31/2025 18:16:10:824
CCAST2,SERV,Services,Sugeries,1,280.00,SURG,Tudor Glen Veterinary Hospital,Canine-Castration 20 - 50 lbs.,Canine-Castration 20 - 50 lbs.,1413429,7,4/30/2025 18:37:16:465
CCAST3,SERV,Services,Sugeries,1,295.00,SURG,Tudor Glen Veterinary Hospital,Canine-Castration 50 - 80 lbs.,Canine-Castration 50 - 80 lbs.,1464415,8,11/29/2025 18:45:33:008
CCAST3,SERV,Services,Sugeries,2,590.00,SURG,Tudor Glen Veterinary Hospital,Canine-Castration 50 - 80 lbs.,Canine-Castration 50 - 80 lbs.,1477746,8,1/31/2026 19:14:15:897
CCAST3,SERV,Services,Sugeries,1,295.00,SURG,Tudor Glen Veterinary Hospital,Canine-Castration 50 - 80 lbs.,Canine-Castration 50 - 80 lbs.,1442263,8,8/30/2025 17:35:05:993
CCAST3,SERV,Services,Sugeries,2,590.00,SURG,Tudor Glen Veterinary Hospital,Canine-Castration 50 - 80 lbs.,Canine-Castration 50 - 80 lbs.,1427983,8,6/30/2025 18:30:05:565
CCAST3,SERV,Services,Sugeries,3,885.00,SURG,Tudor Glen Veterinary Hospital,Canine-Castration 50 - 80 lbs.,Canine-Castration 50 - 80 lbs.,1420600,8,5/31/2025 18:04:44:559
CCAST3,SERV,Services,Sugeries,2,590.00,SURG,Tudor Glen Veterinary Hospital,Canine-Castration 50 - 80 lbs.,Canine-Castration 50 - 80 lbs.,1406169,8,3/31/2025 18:16:31:852
CCAST3,SERV,Services,Sugeries,1,295.00,SURG,Tudor Glen Veterinary Hospital,Canine-Castration 50 - 80 lbs.,Canine-Castration 50 - 80 lbs.,1456759,8,10/31/2025 18:15:33:419
CCAST3,SERV,Services,Sugeries,2,590.00,SURG,Tudor Glen Veterinary Hospital,Canine-Castration 50 - 80 lbs.,Canine-Castration 50 - 80 lbs.,1435299,8,7/31/2025 18:27:44:508
CCAST3,SERV,Services,Sugeries,1,295.00,SURG,Tudor Glen Veterinary Hospital,Canine-Castration 50 - 80 lbs.,Canine-Castration 50 - 80 lbs.,1413429,8,4/30/2025 18:37:16:465
CCAST3,SERV,Services,Sugeries,2,590.00,SURG,Tudor Glen Veterinary Hospital,Canine-Castration 50 - 80 lbs.,Canine-Castration 50 - 80 lbs.,1449426,8,9/30/2025 18:33:25:34
CCAST3,SERV,Services,Sugeries,1,295.00,SURG,Tudor Glen Veterinary Hospital,Canine-Castration 50 - 80 lbs.,Canine-Castration 50 - 80 lbs.,1471068,8,12/31/2025 18:16:10:824
CCAST4,SERV,Services,Sugeries,1,308.00,SURG,Tudor Glen Veterinary Hospital,Canine-Castration 80 - 120 lbs.,Canine-Castration 80 - 120 lbs.,1464415,8,11/29/2025 18:45:33:008
CCAST4,SERV,Services,Sugeries,-1,-308.00,SURG,Tudor Glen Veterinary Hospital,Canine-Castration 80 - 120 lbs.,Canine-Castration 80 - 120 lbs.,1427983,8,6/30/2025 18:30:05:565
CCAST4,SERV,Services,Sugeries,1,308.00,SURG,Tudor Glen Veterinary Hospital,Canine-Castration 80 - 120 lbs.,Canine-Castration 80 - 120 lbs.,1406169,8,3/31/2025 18:16:31:852
CCAST4,SERV,Services,Sugeries,2,616.00,SURG,Tudor Glen Veterinary Hospital,Canine-Castration 80 - 120 lbs.,Canine-Castration 80 - 120 lbs.,1456759,8,10/31/2025 18:15:33:419
CCAST4,SERV,Services,Sugeries,1,308.00,SURG,Tudor Glen Veterinary Hospital,Canine-Castration 80 - 120 lbs.,Canine-Castration 80 - 120 lbs.,1435299,8,7/31/2025 18:27:44:508
CCAST4,SERV,Services,Sugeries,1,308.00,SURG,Tudor Glen Veterinary Hospital,Canine-Castration 80 - 120 lbs.,Canine-Castration 80 - 120 lbs.,1413429,8,4/30/2025 18:37:16:465
CHERR,SERV,Services,Sugeries,1,335.00,SURG,Tudor Glen Veterinary Hospital,Cherry Eye-Reduction and Suture,Cherry Eye-Reduction and Suture,1477746,7,1/31/2026 19:14:15:897
CORNEA,SERV,Services,Sugeries,1,100.00,SURG,Tudor Glen Veterinary Hospital,Corneal Ulcer-Debride with Q-tips,Corneal Ulcer-Debride,1413429,8,4/30/2025 18:37:16:465
CORNEA,SERV,Services,Sugeries,1,100.00,SURG,Tudor Glen Veterinary Hospital,Corneal Ulcer-Debride with Q-tips,Corneal Ulcer-Debride,1420600,8,5/31/2025 18:04:44:559
CORNEA,SERV,Services,Sugeries,1,100.00,SURG,Tudor Glen Veterinary Hospital,Corneal Ulcer-Debride with Q-tips,Corneal Ulcer-Debride,1449426,8,9/30/2025 18:33:25:34
CORNEA,SERV,Services,Sugeries,3,300.00,SURG,Tudor Glen Veterinary Hospital,Corneal Ulcer-Debride with Q-tips,Corneal Ulcer-Debride,1471068,8,12/31/2025 18:16:10:824
CORNEA,SERV,Services,Sugeries,2,200.00,SURG,Tudor Glen Veterinary Hospital,Corneal Ulcer-Debride with Q-tips,Corneal Ulcer-Debride,1464415,8,11/29/2025 18:45:33:008
CORNEA2,SERV,Services,Sugeries,0.5,93.20,SURG,Tudor Glen Veterinary Hospital,Corneal Ulcer-Keratectomy (per 10min.),Corneal Ulcer-Keratectomy (per 10min.),1471068,7,12/31/2025 18:16:10:824
CORNEA2,SERV,Services,Sugeries,0.5,93.20,SURG,Tudor Glen Veterinary Hospital,Corneal Ulcer-Keratectomy (per 10min.),Corneal Ulcer-Keratectomy (per 10min.),1477746,7,1/31/2026 19:14:15:897
CORNEA2,SERV,Services,Sugeries,0.5,93.20,SURG,Tudor Glen Veterinary Hospital,Corneal Ulcer-Keratectomy (per 10min.),Corneal Ulcer-Keratectomy (per 10min.),1442263,7,8/30/2025 17:35:05:993
CORNEA2,SERV,Services,Sugeries,1,186.40,SURG,Tudor Glen Veterinary Hospital,Corneal Ulcer-Keratectomy (per 10min.),Corneal Ulcer-Keratectomy (per 10min.),1485086,7,2/28/2026 19:09:20:447
CORNEA2,SERV,Services,Sugeries,2,372.80,SURG,Tudor Glen Veterinary Hospital,Corneal Ulcer-Keratectomy (per 10min.),Corneal Ulcer-Keratectomy (per 10min.),1464415,7,11/29/2025 18:45:33:008
CORNEA2,SERV,Services,Sugeries,1,186.40,SURG,Tudor Glen Veterinary Hospital,Corneal Ulcer-Keratectomy (per 10min.),Corneal Ulcer-Keratectomy (per 10min.),1427983,7,6/30/2025 18:30:05:565
CORNEA2,SERV,Services,Sugeries,1,186.40,SURG,Tudor Glen Veterinary Hospital,Corneal Ulcer-Keratectomy (per 10min.),Corneal Ulcer-Keratectomy (per 10min.),1435299,7,7/31/2025 18:27:44:508
CRUCR1,SERV,Services,Sugeries,1,838.80,SURG,Tudor Glen Veterinary Hospital,Cruciate Repair Surgery - Small,Cruciate Repair Surgery - Small,1464415,5,11/29/2025 18:45:33:008
CRUCR1,SERV,Services,Sugeries,1,838.80,SURG,Tudor Glen Veterinary Hospital,Cruciate Repair Surgery - Small,Cruciate Repair Surgery - Small,1420600,5,5/31/2025 18:04:44:559
CRUCR1,SERV,Services,Sugeries,1,838.80,SURG,Tudor Glen Veterinary Hospital,Cruciate Repair Surgery - Small,Cruciate Repair Surgery - Small,1427983,5,6/30/2025 18:30:05:565
CSPAY1,SERV,Services,Sugeries,3,874.80,SURG,Tudor Glen Veterinary Hospital,Canine-Spay < 20 lbs,Canine-Spay < 20 lbs,1435299,9,7/31/2025 18:27:44:508
CSPAY1,SERV,Services,Sugeries,5,1458.00,SURG,Tudor Glen Veterinary Hospital,Canine-Spay < 20 lbs,Canine-Spay < 20 lbs,1406169,9,3/31/2025 18:16:31:852
CSPAY1,SERV,Services,Sugeries,2,583.20,SURG,Tudor Glen Veterinary Hospital,Canine-Spay < 20 lbs,Canine-Spay < 20 lbs,1456759,9,10/31/2025 18:15:33:419
CSPAY1,SERV,Services,Sugeries,1,291.60,SURG,Tudor Glen Veterinary Hospital,Canine-Spay < 20 lbs,Canine-Spay < 20 lbs,1471068,9,12/31/2025 18:16:10:824
CSPAY1,SERV,Services,Sugeries,1,291.60,SURG,Tudor Glen Veterinary Hospital,Canine-Spay < 20 lbs,Canine-Spay < 20 lbs,1413429,9,4/30/2025 18:37:16:465
CSPAY1,SERV,Services,Sugeries,1,291.60,SURG,Tudor Glen Veterinary Hospital,Canine-Spay < 20 lbs,Canine-Spay < 20 lbs,1449426,9,9/30/2025 18:33:25:34
CSPAY1,SERV,Services,Sugeries,3,874.80,SURG,Tudor Glen Veterinary Hospital,Canine-Spay < 20 lbs,Canine-Spay < 20 lbs,1485086,9,2/28/2026 19:09:20:447
CSPAY1,SERV,Services,Sugeries,2,583.20,SURG,Tudor Glen Veterinary Hospital,Canine-Spay < 20 lbs,Canine-Spay < 20 lbs,1477746,9,1/31/2026 19:14:15:897
CSPAY1,SERV,Services,Sugeries,3,874.80,SURG,Tudor Glen Veterinary Hospital,Canine-Spay < 20 lbs,Canine-Spay < 20 lbs,1464415,9,11/29/2025 18:45:33:008
CSPAY1,SERV,Services,Sugeries,3,874.80,SURG,Tudor Glen Veterinary Hospital,Canine-Spay < 20 lbs,Canine-Spay < 20 lbs,1442263,9,8/30/2025 17:35:05:993
CSPAY2,SERV,Services,Sugeries,1,324.00,SURG,Tudor Glen Veterinary Hospital,Canine-Spay 20 - 50 lbs.,Canine-Spay 20 - 50 lbs.,1442263,7,8/30/2025 17:35:05:993
CSPAY2,SERV,Services,Sugeries,1,324.00,SURG,Tudor Glen Veterinary Hospital,Canine-Spay 20 - 50 lbs.,Canine-Spay 20 - 50 lbs.,1427983,7,6/30/2025 18:30:05:565
CSPAY2,SERV,Services,Sugeries,2,648.00,SURG,Tudor Glen Veterinary Hospital,Canine-Spay 20 - 50 lbs.,Canine-Spay 20 - 50 lbs.,1420600,7,5/31/2025 18:04:44:559
